,account,caption,profile_name,biography,id,following,likes,posts_count,followers,is_verified,datetime,image_url,url,comments,video_view_count,video_url,timestamp,adultScore,racyScore,goreScore,isBWImg,clipArtType,lineDrawingType,tokens
6,108harleystreet,"Here at 108, we understand that our experiences shape the way we see others and the world.

This is why we endeavour to help you feel as safe and at ease as possible, to ensure your experience with us is a great one.

#ExpertCare #MedicalClinic #5Star #108HarleyStreet",108harleystreet,"Multidisciplinary one stop Clinic #SupportingOurNHS
Evening Standard article on Breast Cancer",2.69E+18,324,4,28,215,0,1634810575,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxf471ssvdrz85a.image_url.jpg,https://www.instagram.com/p/CVSV9IOqeaF/,0,0,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxj281jxo1q625u.video_url.mp4,2021-11-02T19:41:33.355Z,0.003379952,0.004924429,0.002691061,0,0,0,"['White', 'text', 'font', 'screenshot', 'design', 'diagram', 'text', 'diagram,', 'text', 'text']"
7,108harleystreet,"Our patients telling us that we've done well in providing them with their care is always a ðŸ‘� in our books.

Thanks to @doctify it makes collecting our patient's reviews easier and quicker in the safest way possible.

Next time you're in, don't forget to scan & tell us how we're doing.",108harleystreet,"Multidisciplinary one stop Clinic #SupportingOurNHS
Evening Standard article on Breast Cancer",2.52E+18,324,8,28,215,0,1614272646,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxfm126uafvke2t.image_url.jpg,https://www.instagram.com/p/CLuQ9punlKC/,3,0,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxj281jxo1q625u.video_url.mp4,2021-11-02T19:41:33.355Z,0.001172784,0.002047139,0.000700628,0,0,0,"['Brown', 'text', 'vase', 'picture', 'frame', 'flower', 'indoor', 'rose', 'floral', 'design', 'art', 'flowerpot', 'houseplant', 'wall', 'window', 'plant', 'qr', 'code', 'qr', 'code']"
8,108harleystreet,"Get back to doing what you do best. 

Gilmoreâ€™s Groin & Hernia clinic is structured for the rapid assessment of Gilmoreâ€™s Groin Disruption Syndrome and all types of Hernias.

To learn more about the procedures, we undertake here at 108 Harley Street see link in bio.

#GroinInjury #SportsInjury #Specialists #108HarleyStreet",108harleystreet,"Multidisciplinary one stop Clinic #SupportingOurNHS
Evening Standard article on Breast Cancer",2.67E+18,324,1,28,215,0,1632751209,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxfm8a3o4mou76.image_url.jpg,https://www.instagram.com/p/CUU-BoyKGA5/,0,0,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxj281jxo1q625u.video_url.mp4,2021-11-02T19:41:33.355Z,0.375157982,0.43011567,0.002725081,0,1,0,"['White', 'text', 'footwear', 'clothing', 'screenshot', 'athletic', 'game', 'player', 'person', 'poster', 'racket', 'swinging', 'text', 'sport', 'a', 'person', 'swinging', 'a', 'baseball', 'bat', 'person']"
9,108harleystreet,"If Cancer runs in your family, this could heighten the chance of you being affected. Learn more about the risks and how you can get a screening more suitable for you.

#BreastCancer #YoungAdultCancer #BeatCancer #Family #108HarleyStreet",108harleystreet,"Multidisciplinary one stop Clinic #SupportingOurNHS
Evening Standard article on Breast Cancer",2.67E+18,324,4,28,215,0,1632913207,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxfni164mlv3zk2.image_url.jpg,https://www.instagram.com/p/CUZzAvBqWFq/,0,0,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxj281jxo1q625u.video_url.mp4,2021-11-02T19:41:33.355Z,0.009993974,0.012850257,0.000881954,0,0,0,"['Pink', 'White', 'Black', 'clothing', 'human', 'face', 'text', 'smile', 'person', 'jheri', 'curl', 'ringlet', 'hairpiece', 'lip', 'screenshot', 'lipstick', 'woman', 'text', 'person', 'person']"
10,108harleystreet,"If your family has a history of cancer, genetic testing could help you and your loved oneâ€™s detect abnormalities, if any, and help us manage your healthcare needs more effectively.

Our Consultant Clinical Genetic Oncologists, Mr James MacKay, is an honorary senior lecturer in the Research Department of Oncology, The UCL Cancer Institute, University College London.

 His clinical interests are cancer genetics, inherited cancer, cancer screening and the introduction of tumour genetic tests into clinical cancer care.

Learn more about how genetic testing works and some of the key benefits, link in bio.

#BreastCancer #YoungAdultCancer #BeatCancer #GeneticTesting #108HarleyStreet",108harleystreet,"Multidisciplinary one stop Clinic #SupportingOurNHS
Evening Standard article on Breast Cancer",2.67E+18,324,3,28,215,0,1632664857,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxfpn1bf1knwsyb.image_url.jpg,https://www.instagram.com/p/CUSZUoQqp2n/,0,0,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxj281jxo1q625u.video_url.mp4,2021-11-02T19:41:33.355Z,0.106396079,0.125611782,0.001756277,0,0,0,"['Pink', 'text', 'human', 'face', 'person', 'girl', 'skin', 'clothing', 'love', 'kiss', 'screenshot', 'fashion', 'accessory', 'woman', 'text', 'person', 'person']"
11,108harleystreet,"We offer a full range of x-ray examinations from chest, orthopaedic and spine work. 

Our team of radiologists and radiographers will deliver your results within 1 to 2 working days. 

#xray #imaging #Specialists #ultrasound #108HarleyStreet",108harleystreet,"Multidisciplinary one stop Clinic #SupportingOurNHS
Evening Standard article on Breast Cancer",2.68E+18,324,2,28,215,0,1633353801,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxfr921yv1qxvn6.image_url.jpg,https://www.instagram.com/p/CUm7YRGKeJZ/,0,0,j_kvihwg0g1c283e3byk.b14a17995f82c83f1d325599d8499ae241c42877.file_kvihxj281jxo1q625u.video_url.mp4,2021-11-02T19:41:33.355Z,0.001227728,0.009749758,0.001220528,0,0,0,"['Blue', 'Grey', 'text', 'x-ray', 'film', 'screenshot', 'person', 'text', 'text']"
12,remayshave,"What has a heart, gives you massages and kisses your skin in the morning? REMAY Shave Gel Bars of course.",REMAYÂ® Shave Gel Bars,Love your shaving routine â„¢ with REMAYÂ® Shave Gel Bars ðŸ’• ðŸ¥¥ ðŸ�ƒ SALE - Use code â€œREMAY15â€� for 15% your 1st purchase â¬‡ï¸�,1.98E+18,1640,23,120,2173,0,1550170849,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxfoi2ouz2h54pb.image_url.jpg,https://www.instagram.com/p/Bt34fQhBEAt/,1,0,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxhe12k1zumm0h.video_url.mp4,2021-11-02T19:42:29.679Z,0.000707033,0.001364622,0.000933367,0,0,0,"['Purple', 'White', 'Grey', 'purple', 'violet', 'ground', 'ground', 'Tableware']"
13,remayshave,,REMAYÂ® Shave Gel Bars,Love your shaving routine â„¢ with REMAYÂ® Shave Gel Bars ðŸ’• ðŸ¥¥ ðŸ�ƒ SALE - Use code â€œREMAY15â€� for 15% your 1st purchase â¬‡ï¸�,2.37E+18,1640,5,120,2173,0,1596463267,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxfrsa9zpwm6jv.image_url.jpg,https://www.instagram.com/p/CDbgRM3lYGt/,0,0,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxhe12k1zumm0h.video_url.mp4,2021-11-02T19:42:29.679Z,0.014141708,0.017061152,0.001419819,0,0,0,"['White', 'Green', 'outdoor', 'sky', 'plant', 'cloud', 'animal', 'horse', 'flower', 'person', 'summer', 'sky', 'outdoor', 'person', 'mammal']"
14,remayshave,,REMAYÂ® Shave Gel Bars,Love your shaving routine â„¢ with REMAYÂ® Shave Gel Bars ðŸ’• ðŸ¥¥ ðŸ�ƒ SALE - Use code â€œREMAY15â€� for 15% your 1st purchase â¬‡ï¸�,2.37E+18,1640,3,120,2173,0,1596463206,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxfvm1l7cua7rwq.image_url.jpg,https://www.instagram.com/p/CDbgJ0MFVQC/,0,0,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxhe12k1zumm0h.video_url.mp4,2021-11-02T19:42:29.679Z,0.000959692,0.001734709,0.000411515,0,0,0,"['Green', 'plant', 'garden', 'outdoor', 'grass', 'flower', 'outdoor', 'grass', 'plant', 'lush']"
15,remayshave,"Yes, sadly, we know how hard it is to find time to do everything. Getting up from that comfy bed is even harder... luckily we are on a mission to help youðŸ‘‡
.
.
.
Save 75% of your time with @remaybeauty shave gel bars using promo code REMAY20 for 20% off and get a quick and smooth shave so youâ€™re ready to go in no time (link in bio to try it out)
.
.
.
#busymom #florida #busymomlife #women #easyskincare #lifestyle #lifehacks #floridalife #panamacitybeach #beauty #beautytips #beautycare #tuesdaythoughts #skincareroutine #skincareblogger #skincare #womenonthegrind #womenempowerment #floridamom #californiabeauty #californiamom #gulfshores #lazyday #southernmom #skin #beautygirl #beautysecrets #beautyshop #beautysecretshalicious #sleepislife",REMAYÂ® Shave Gel Bars,Love your shaving routine â„¢ with REMAYÂ® Shave Gel Bars ðŸ’• ðŸ¥¥ ðŸ�ƒ SALE - Use code â€œREMAY15â€� for 15% your 1st purchase â¬‡ï¸�,1.85E+18,1640,30,120,2173,0,1534346101,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxfvt10mgeebgj6.image_url.jpg,https://www.instagram.com/p/BmgRLVanX8Y/,1,0,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxhe12k1zumm0h.video_url.mp4,2021-11-02T19:42:29.679Z,0.0103299,0.03021373,0.003190981,0,1,0,"['White', 'human', 'face', 'person', 'comfort', 'indoor', 'clothing', 'laying', 'woman', 'bedclothes', 'bed', 'girl', 'diagram', 'diagram', 'person']"
16,remayshave,Every day should be sunâ˜€ï¸�day #remayshave #sundayvibes,REMAYÂ® Shave Gel Bars,Love your shaving routine â„¢ with REMAYÂ® Shave Gel Bars ðŸ’• ðŸ¥¥ ðŸ�ƒ SALE - Use code â€œREMAY15â€� for 15% your 1st purchase â¬‡ï¸�,2.34E+18,1640,13,120,2173,0,1592745790,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxgfy2fqy9z9kpt.image_url.jpg,https://www.instagram.com/p/CBstvreF6zf/,0,0,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxhe12k1zumm0h.video_url.mp4,2021-11-02T19:42:29.679Z,0.689567327,0.92964077,0.008487305,0,0,0,"['Brown', 'person', 'nail', 'holding', 'control', 'person', 'holding', 'hand', 'toiletry', 'cosmetic', 'underpants', 'Remote', 'control', 'person']"
17,remayshave,,REMAYÂ® Shave Gel Bars,Love your shaving routine â„¢ with REMAYÂ® Shave Gel Bars ðŸ’• ðŸ¥¥ ðŸ�ƒ SALE - Use code â€œREMAY15â€� for 15% your 1st purchase â¬‡ï¸�,2.38E+18,1640,4,120,2173,0,1598105646,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxgi41d0xcbgcl1.image_url.jpg,https://www.instagram.com/p/CEMc23slqR7/,0,0,j_kvihwg0g1c283e3byk.27efdb796709a7b1b246204eaebd8a8094d3a85f.file_kvihxhe12k1zumm0h.video_url.mp4,2021-11-02T19:42:29.679Z,0.008734729,0.01340773,0.002710868,0,0,0,"['Blue', 'outdoor', 'daytime', 'clouds', 'cloudy', 'cumulus', 'blue', 'cloud', 'sky', 'azure', 'nature', 'blue', 'sky', 'day', 'sky', 'outdoor', 'cloudy', 'clouds', 'blue', 'day', 'a', 'blue', 'sky', 'with', 'clouds']"
0,rozinaalimd,"One thing you should know about me is that I'm an impassioned advocate of fat transfer - and because ""a picture is worth a thousand words"", just look at this before & after and you will understand why âž¡ï¸� 
This is one of the most natural-looking (and feeling) breast augmentation results â�¤ï¸�

-----------

#rozinaali #breastaugmentation #breastaug #fattransfer #breastlift #breastenhancement #breastsurgery #breastplasticsurgery #mastopexy #augmentationmastopexy #mastopexyaugmentation #nipplelift #breastsofinstagram #boobsofinstagram #expertbreastsurgeon #breastexpert #breastmaster #beforeandafter #plasticsurgery #plasticsurgeon #plasticsurgerylondon #cosmeticsurgerylondon #cosmeticsurgeonlondon #cosmeticsurgery #surgeonsofinstagram",Rozina Ali MD ðŸ‘©ðŸ�½â€�âš•ï¸�,"ðŸ‘©ðŸ�»â€�âš•ï¸� Multi-award winning Plastic Surgeon  
ðŸ“� Chelsea & Marylebone, London
ðŸ’‰ Specialising in all aspects of breast & Facial aesthetics",2.66E+18,409,27,461,1046,0,1631297825,j_kvihwg0g1c283e3byk.9df2ca5da6a429e954b0e4d1d97e3746d854f605.file_kvihxhno2mo8ue936b.image_url.jpg,https://www.instagram.com/p/CTpp6QXNzzy/,0,0,,2021-11-02T19:40:42.828Z,0.603821814,0.991371095,0.001687885,0,0,0,"['White', 'screenshot', 'person', 'text', 'person', 'underpants']"
1,rozinaalimd,"And just when you thought you have no superpower...ðŸ¦¸â€�â™€ï¸�

-----------
#rozinaali #inspirationalquotes #plasticsurgery #plasticsurgeon #plasticsurgerylondon #cosmeticsurgerylondon #cosmeticsurgeonlondon #cosmeticsurgery #surgeonsofinstagram #doctorsofinstagram #londondoctor #londonsurgeon #london #cosmetic #aesthetics #bodyconfidence #selfconfidence #beautyempowerment #loveyourself",Rozina Ali MD ðŸ‘©ðŸ�½â€�âš•ï¸�,"ðŸ‘©ðŸ�»â€�âš•ï¸� Multi-award winning Plastic Surgeon  
ðŸ“� Chelsea & Marylebone, London
ðŸ’‰ Specialising in all aspects of breast & Facial aesthetics",2.66E+18,409,10,461,1046,0,1630852267,j_kvihwg0g1c283e3byk.9df2ca5da6a429e954b0e4d1d97e3746d854f605.file_kvihxho5skts1crzz.image_url.jpg,https://www.instagram.com/p/CTcYEulKkTQ/,0,0,,2021-11-02T19:40:42.828Z,0.052668106,0.057685517,0.003169334,0,0,1,"['White', 'text', 'font', 'handwriting', 'calligraphy', 'document', 'text', 'letter', 'text,', 'letter', 'Poster']"
2,rozinaalimd,"â€�ð�˜�ð�˜§ ð�˜ºð�˜°ð�˜¶ ð�˜¢ð�˜³ð�˜¦ ð�˜´ð�˜¤ð�˜¦ð�˜±ð�˜µð�˜ªð�˜¤ð�˜¢ð�˜­ ð�˜¸ð�˜©ð�˜¦ð�˜¯ ð�˜ªð�˜µ ð�˜¤ð�˜°ð�˜®ð�˜¦ð�˜´ ð�˜µð�˜° ð�˜§ð�˜ªð�˜­ð�˜­ð�˜¦ð�˜³ð�˜´ ð�˜µð�˜©ð�˜¦ð�˜¯ ð�™¡ð�™¤ð�™¤ð�™  ð�™£ð�™¤ ð�™›ð�™ªð�™§ð�™©ð�™�ð�™šð�™§ ð�™—ð�™šð�™˜ð�™–ð�™ªð�™¨ð�™š ð�™�ð�™¤ð�™¯ð�™žð�™£ð�™– ð�™žð�™¨ ð�™©ð�™�ð�™š ð�™Œð�™ªð�™šð�™šð�™£ ð�™¤ð�™› ð�™›ð�™žð�™¡ð�™¡ð�™šð�™§ð�™¨!â€� ðŸ‘¸This is one title I'll never get bored of ðŸ˜…

ðŸ’Œ Book a consultation via DM or at practice@rozinaali.com ðŸ˜‰

-----------------------
#rozinaali #bodycontouring #plasticsurgery #plasticsurgeon #plasticsurgerylondon #surgeonsofinstagram #doctorsofinstagram #londondoctor #londonsurgeon #london #cosmetic #aesthetics #bodyconfidence #selfconfidence #beautyempowerment",Rozina Ali MD ðŸ‘©ðŸ�½â€�âš•ï¸�,"ðŸ‘©ðŸ�»â€�âš•ï¸� Multi-award winning Plastic Surgeon  
ðŸ“� Chelsea & Marylebone, London
ðŸ’‰ Specialising in all aspects of breast & Facial aesthetics",2.65E+18,409,15,461,1046,0,1629964030,j_kvihwg0g1c283e3byk.9df2ca5da6a429e954b0e4d1d97e3746d854f605.file_kvihxhpk1jfie1mbvc.image_url.jpg,https://www.instagram.com/p/CTB55MqKxyx/,0,0,,2021-11-02T19:40:42.828Z,0.001628032,0.002630166,0.000735258,0,0,0,"['White', 'Black', 'clothing', 'text', 'human', 'face', 'person', 'woman', 'smile', 'coat', 'text', 'person', 'rozina', 'ali', 'posing', 'for', 'a', 'picture', 'person', 'Poster']"
3,rozinaalimd,"Are you looking for a subtle Lip Filler to enhance lips? Look no more! ðŸ˜€ 
Book an appointment â†ªï¸� DM or email at practice@rozinaali.com

#rozinaali #beforeandafter #beforeafter #filler #lipfiller #aesthetics #beauty #lookyounger #skincare #fillers #injections #lips #plumplips #fillers #lipinjections #cosmeticsurgerylondon #cosmeticsurgeonlondon #cosmeticsurgery #surgeonsofinstagram #doctorsofinstagram #londondoctor #londonsurgeon #london",Rozina Ali MD ðŸ‘©ðŸ�½â€�âš•ï¸�,"ðŸ‘©ðŸ�»â€�âš•ï¸� Multi-award winning Plastic Surgeon  
ðŸ“� Chelsea & Marylebone, London
ðŸ’‰ Specialising in all aspects of breast & Facial aesthetics",2.70E+18,409,16,461,1046,0,1635534245,j_kvihwg0g1c283e3byk.9df2ca5da6a429e954b0e4d1d97e3746d854f605.file_kvihxhpokoa5iqo02.image_url.jpg,https://www.instagram.com/p/CVn6PS9NrQT/,2,0,,2021-11-02T19:40:42.828Z,0.001774283,0.002483604,0.000251954,0,0,0,"['White', 'Grey', 'human', 'face', 'skin', 'lip', 'eyelash', 'eyebrow', 'person', 'screenshot', 'lipstick', 'cheek', 'closeup', 'chin', 'portrait', 'photography', 'text', 'letter', 'text,', 'letter', 'person']"
4,rozinaalimd,"Just the other day I was telling you about this amazing new method of breast augmentation through fat transfer - here's just a reason why I'm an impassioned advocate of this procedure ðŸ¤©

-----------

#rozinaali #breastaugmentation #breastaug #fattransfer #breastlift #breastenhancement #breastsurgery #breastplasticsurgery #mastopexy #augmentationmastopexy #mastopexyaugmentation #nipplelift #breastsofinstagram #boobsofinstagram #expertbreastsurgeon #breastexpert #breastmaster #beforeandafter #plasticsurgery #plasticsurgeon #plasticsurgerylondon #cosmeticsurgerylondon #cosmeticsurgeonlondon #cosmeticsurgery #surgeonsofinstagram",Rozina Ali MD ðŸ‘©ðŸ�½â€�âš•ï¸�,"ðŸ‘©ðŸ�»â€�âš•ï¸� Multi-award winning Plastic Surgeon  
ðŸ“� Chelsea & Marylebone, London
ðŸ’‰ Specialising in all aspects of breast & Facial aesthetics",2.64E+18,409,12,461,1046,0,1628884328,j_kvihwg0g1c283e3byk.9df2ca5da6a429e954b0e4d1d97e3746d854f605.file_kvihxhq5l0eanuuxn.image_url.jpg,https://www.instagram.com/p/CShuhsbKUT8/,1,0,,2021-11-02T19:40:42.828Z,0.603821814,0.991371095,0.001687885,0,0,0,"['White', 'screenshot', 'person', 'text', 'person', 'underpants']"
5,rozinaalimd,"A successful cosmetic procedure doesn't only require being a good surgeon, but also an active listener - and I love to find out all the whys behind a surgery appointment ðŸ˜‰

-----------

#rozinaali #plasticsurgery #plasticsurgeon #plasticsurgerylondon #cosmeticsurgerylondon #cosmeticsurgeonlondon #cosmeticsurgery #surgeonsofinstagram #doctorsofinstagram #londondoctor #londonsurgeon #london #cosmetic #aesthetics #bodyconfidence #selfconfidence #beautyempowerment #loveyourself",Rozina Ali MD ðŸ‘©ðŸ�½â€�âš•ï¸�,"ðŸ‘©ðŸ�»â€�âš•ï¸� Multi-award winning Plastic Surgeon  
ðŸ“� Chelsea & Marylebone, London
ðŸ’‰ Specialising in all aspects of breast & Facial aesthetics",2.69E+18,409,10,461,1046,0,1635445865,j_kvihwg0g1c283e3byk.9df2ca5da6a429e954b0e4d1d97e3746d854f605.file_kvihxhrv2qm8zufo63.image_url.jpg,https://www.instagram.com/p/CVlRq1bN6or/,1,0,,2021-11-02T19:40:42.828Z,0.001315418,0.002269476,0.000583361,0,0,0,"['White', 'text', 'font', 'screenshot', 'letter', 'document', 'text', 'letter', 'text,', 'letter']"
6,rozinaalimd,"Sometimes, women just â€œgetâ€� each other. In this case, my client felt that a female plastic surgeon may be better able to understand her goals and offer the best possible option for her problem. 

#rozinaali #plasticsurgeon #plasticsurgerylondon #cosmeticsurgerylondon #cosmeticsurgeonlondon #cosmeticsurgery #surgeonsofinstagram #expertbreastsurgeon #breastexpert #breastmaster #plasticsurgery",Rozina Ali MD ðŸ‘©ðŸ�½â€�âš•ï¸�,"ðŸ‘©ðŸ�»â€�âš•ï¸� Multi-award winning Plastic Surgeon  
ðŸ“� Chelsea & Marylebone, London
ðŸ’‰ Specialising in all aspects of breast & Facial aesthetics",2.64E+18,409,9,461,1046,0,1629484177,j_kvihwg0g1c283e3byk.9df2ca5da6a429e954b0e4d1d97e3746d854f605.file_kvihxhyb1akjrxtyks.image_url.jpg,https://www.instagram.com/p/CSzmpSUKYZD/,0,0,,2021-11-02T19:40:42.828Z,0.001415693,0.002358803,0.000707768,0,0,0,"['White', 'text', 'font', 'letter', 'screenshot', 'document', 'text', 'letter', 'text,', 'letter', 'text']"
